book_title,book_author,book_detail_page,book_description,book_categories,book_likes,update_dt
Can You Forgive Her?,Anthony Trollope,/books/can-you-forgive-her,"Anthony Trollope's stock-in-trade was the life of the great drawing rooms of mid-Victorian England, where the thirst for wealth and political power and the need for love continually formed and reformed in unexpected, illuminating combinations. Can You Forgive Her?, the story of Alice Vavasor, her conundrums in love, and her confusions about the rights and duties of a modern, is the first novel in his magnificent Palliser series; it is energized on every page by the affectionate and ironicdelight Trollope felt in observing the entanglements of his splendid characters.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",['fiction'],1,2023-12-22 00:00:00
Can You Keep a Secret?: A Novel,Sophie Kinsella,/books/can-you-keep-a-secret-a-novel,"NOW A MAJOR MOTION PICTURE â¢ From the #1 New York Times bestselling author of The Party Crasher and Love Your Life comes a novel with the same wicked humor, buoyant charm, and optimism as her beloved Shopaholic series. âSophie Kinsella keeps her finger on the cultural pulse, while leaving me giddy with laughter.ââJojo Moyes, author of The Giver of Stars and The Last Letter from Your LoverMeet Emma Corrigan, a young woman with a huge heart, an irrepressible spirit, and a few little secrets: Secrets from her boyfriend: Iâve always thought Connor looks a bit like Ken. As in Barbie and Ken. Secrets from her mother: I lost my virginity in the spare bedroom with Danny Nussbaum while Mum and Dad were downstairs watching Ben-Hur. Secrets she wouldnât share with anyone in the world: I have no idea what NATO stands for. Or even what it is. Until she spills them all to a handsome stranger on a plane. At least, she thought he was a stranger. . . . But come Monday morning, Emmaâs office is abuzz about the arrival of Jack Harper, the companyâs elusive CEO. Â Suddenly Emma is face-to-face with the stranger from the plane, a man who knows every single humiliating detail about her. Things couldnât possibly get worse. Or could they? Praise for Can You Keep a Secret? âVenturing beyond Saks and Barneyâs, the bestselling author of Confessions of a Shopaholic and Shopaholic Ties the Knot entertains readers with backstabbing office shenanigans, competition, scandal, love and sex. . . . Kinsellaâs down-to-earth protagonist is sure to have readers sympathizing and doubled over in laughter.ââPublishers WeeklyâIf laughing out loud in public places is your bag, be sure to pick up [Can You Keep a Secret?]. Heroine Emma Corrigan is going to be your new best friend.ââBoston Herald âKinsellaâs timing is so perfect, her instincts so spot-on, that itâs easy to . . . devour the book like the guilty pleasure it is.ââMiami HeraldâChick lit at its lightest and breeziest . . . filled with fabulous clothes, stalwart friends, and snotty enemies waiting to be taken down a peg.ââOrlando Sentinelâ[Kinsellaâs] dialogue is sharp, even her minor characters are well drawn, and her parody of the marketing world is very funny.ââWashington Post Book Worldâ[A] comedic frenzy of ill-fated events . . . punchy . . . fast-moving.ââRocky Mountain News Â â",['fiction'],0,2023-11-21 00:00:00
Can't Hurt Me,David Goggins,/books/cant-hurt-me,"For David Goggins, childhood was a nightmare - poverty, prejudice, and physical abuse colored his days and haunted his nights. But through self-discipline, mental toughness, and hard work, Goggins transformed himself from a depressed, overweight young man with no future into a U.S. Armed Forces icon and one of the world's top endurance athletes. The only man in history to complete elite training as a Navy SEAL, Army Ranger, and Air Force Tactical Air Controller, he went on to set records in numerous endurance events, inspiring Outside magazine to name him The Fittest (Real) Man in America.In Can't Hurt Me, he shares his astonishing life story and reveals that most of us tap into only 40% of our capabilities. Goggins calls this The 40% Rule, and his story illuminates a path that anyone can follow to push past pain, demolish fear, and reach their full potential.","['non-fiction', 'health & fitness', 'self improvement', 'biographies & memoirs', 'psychology']",10,2023-12-22 00:00:00
Can't and Won't,Lydia Davis,/books/cant-and-wont,"Her stories may be literal one-liners: ""Now that I have been here for a little while, I can say with confidence that I have never been here before,"" reads the entire ""Bloomington."" In ""A Small Story About a Small Box of Chocolates,"" a professor receives a gift of thirty-two small chocolates and is paralysed by the plethora of options she imagines for their consumption. The stories may take the shape of letters of complaint, be drawn from Flaubert's correspondence, or be inspired by the author's own or friends' dreams.The force of Lydia Davis's well polished writing remains consistent throughout Can't and Won't, her fifth collection of stories. Davis is very perceptive; she is wry, humorous, or tragic. Above all, she is energising. Davis writes on the mundane with bracing candour and subtle humour, uncovering the unknown, the foreign, the alienating, and the pleasant within the regular routines of daily existence.",['fiction'],1,2022-04-02 00:00:00
Cancer Ward,Aleksandr Solzhenitsyn,/books/cancer-ward,"One of the great allegorical masterpieces of world literature, Cancer Ward is both a deeply compassionate study of people facing terminal illness and a brilliant dissection of the âcancerousâ Soviet police state.",['fiction'],1,2023-12-22 00:00:00
Cancer as a Metabolic Disease,Thomas Seyfried,/books/cancer-as-a-metabolic-disease,"The book addresses controversies related to the origins of cancer and provides solutions to cancer management and prevention. It expands upon Otto Warburg's well-known theory that all cancer is a disease of energy metabolism. Â However, Warburg did not link his theory to the ""hallmarks of cancer"" and thus his theory was discredited.This book aims to provide evidence, through case studies, that cancer is primarily a metabolic disease requring metabolic solutions for its management and prevention. Â Support for this position is derived from critical assessment of current cancer theories. Â Brain cancer case studies are presented as a proof of principle for metabolic solutions to disease management, but similarities are drawn to other types of cancer, including breast and colon, due to the same cellular mutations that they demonstrate.","['non-fiction', 'science & nature', 'health & fitness']",1,2023-12-22 00:00:00
Candide,Voltaire,/books/candide,"Caustic and hilarious, Candide has ranked as one of the world's great satires since its first publication in 1759. It concerns the adventures of the youthful Candide, disciple of Dr. Pangloss, who was himself a disciple of Leibniz. In the course of his travels and adventures in Europe and South America, Candide saw and suffered such misfortune that it was difficult for him to believe this was ""the best of all possible worlds"" as Dr. Pangloss had assured him.Indeed, it seemed to be quite the opposite. In brilliantly skewering such naÃ¯vetÃ©, Voltaire mercilessly exposes and satirizes romance, science, philosophy, religion, and government â the ideas and forces that permeate and control the lives of men. After many trials and travails, Candide is reunited with Cunegonde, his sweetheart. He then buys a little farm in Turkey where he and Cunegonde, Dr. Pangloss and others all retire. In the end, Candide decides that the best thing in the world is to cultivate one's own garden. A selection of the Common Core State Standards Initiative.","['fiction', 'philosophy', 'history']",2,2023-12-22 00:00:00
Cane River,Lalita Tademy,/books/cane-river,"The unique and deeply moving saga of four generations of African-American women whose journey from slavery to freedom begins on a Creole plantation in Louisiana.Beginning with her great-great-great-great grandmother, a slave owned by a Creole family, Lalita Tademy chronicles four generations of strong, determined black women as they battle injustice to unite their family and forge success on their own terms. They are women whose lives begin in slavery, who weather the Civil War, and who grapple with contradictions of emancipation, Jim Crow, and the pre-Civil Rights South. As she peels back layers of racial and cultural attitudes, Tademy paints a remarkable picture of rural Louisiana and the resilient spirit of one unforgettable family.There is Elisabeth, who bears both a proud legacy and the yoke of bondage... her youngest daughter, Suzette, who is the first to discover the promise-and heartbreak-of freedom... Suzette's strong-willed daughter Philomene, who uses a determination born of tragedy to reunite her family and gain unheard-of economic independence... and Emily, Philomene's spirited daughter, who fights to secure her children's just due and preserve their dignity and future.Meticulously researched and beautifully written, Cane River presents a slice of American history never before seen in such piercing and personal detail.",['fiction'],1,2023-12-22 00:00:00
Capital,Karl Marx,/books/capital,"Capital, one of Marx's major and most influential works, was the product of thirty years close study of the capitalist mode of production in England, the most advanced industrial society of his day. This new translation of Volume One, the only volume to be completed and edited by Marx himself, avoids some of the mistakes that have marred earlier versions and seeks to do justice to the literary qualities of the work. The introduction is by Ernest Mandel, author of Late Capitalism, one of the only comprehensive attempts to develop the theoretical legacy of Capital.","['non-fiction', 'economics & politics', 'history']",1,2020-10-24 00:00:00
Capital in the Twenty-First Century,Thomas Piketty,/books/capital-in-the-twenty-first-century,"The main driver of inequalityâreturns on capital that exceed the rate of economic growthâis again threatening to generate extreme discontent and undermine democratic values. Thomas Pikettyâs findings in this ambitious, original, rigorous work will transform debate and set the agenda for the next generation of thought about wealth and inequality.","['non-fiction', 'economics & politics', 'business & management']",4,2023-12-22 00:00:00
Capitalism Without Capital,Jonathan Haskel,/books/capitalism-without-capital,"The first comprehensive account of the growing dominance of the intangible economyEarly in the twenty-first century, a quiet revolution occurred. For the first time, the major developed economies began to invest more in intangible assets, like design, branding, R&D, and software, than in tangible assets, like machinery, buildings, and computers. For all sorts of businesses, from tech firms and pharma companies to coffee shops and gyms, the ability to deploy assets that one can neither see nor touch is increasingly the main source of long-term success.But this is not just a familiar story of the so-called new economy. Capitalism without Capital shows that the growing importance of intangible assets has also played a role in some of the big economic changes of the last decade. The rise of intangible investment is, Jonathan Haskel and Stian Westlake argue, an underappreciated cause of phenomena from economic inequality to stagnating productivity.Haskel and Westlake bring together a decade of research on how to measure intangible investment and its impact on national accounts, showing the amount different countries invest in intangibles, how this has changed over time, and the latest thinking on how to assess this. They explore the unusual economic characteristics of intangible investment, and discuss how these features make an intangible-rich economy fundamentally different from one based on tangibles.Capitalism without Capital concludes by presenting three possible scenarios for what the future of an intangible world might be like, and by outlining how managers, investors, and policymakers can exploit the characteristics of an intangible age to grow their businesses, portfolios, and economies.","['non-fiction', 'business & management', 'economics & politics']",1,2023-12-22 00:00:00
Capitalism and Freedom,Milton Friedman,/books/capitalism-and-freedom,"How can we get the benefits of government while avoiding the harm it brings to individual liberty? Milton Friedman provides the definitive statement of his enormously influential economic philosophy in this classic book, in which competitive capitalism serves as both a tool for achieving economic freedom and a necessary condition for political freedom. The result is an approachable text that has sold well over 500,000 copies in English, has been translated into eighteen languages, and shows every sign of growing in influence over time.","['economics & politics', 'non-fiction']",1,2022-06-08 00:00:00
Captive Genders,Eric A. Stanley,/books/captive-genders,"Pathologized, terrorized, and confined, trans/gender non-conforming and queer folks have always struggled against the enormity of the prison industrial complex. The first collection of its kind, Eric A. Stanley and Nat Smith bring together current and former prisoners, activists, and academics to offer new ways for understanding how race, gender, ability, and sexuality are lived under the crushing weight of captivity. Through a politic of gender self-determination, this collection argues that trans/queer liberation and prison abolition must be grown together. From rioting against police violence and critiquing hate crimes legislation to prisoners demanding access to HIV medications, and far beyond, Captive Genders is a challenge for us all to join the struggle.""An exciting assemblage of writingsâanalyses, manifestos, stories, interviewsâthat traverse the complicated entanglements of surveillance, policing, imprisonment, and the production of gender normativity.... [T]he contributors to this volume create new frameworks and new vocabularies that surely will have a transformative impact on the theories and practices of twenty-first century abolition.""âAngela Y. Davis, professor emerita, University of California, Santa Cruz""The purpose of prison abolition is to discover and promote the countless ways freedom and difference are mutually dependent. The contributors to Captive Genders brilliantly shatter the assumption that the antidote to danger is human sacrifice.""âRuth Wilson Gilmore, author of Golden Gulag: Prisons, Surplus, Crisis, and Opposition in Globalizing Californiaâ""Captive Genders is at once a scathing and necessary analysis of the prison industrial complex and a history of queer resistance to state tyranny. By queering a prison abolition analysis, Captive Genders moves us to imagine the impossible dream of liberation.""âMattilda Bernstein Sycamore, author of So Many Ways to Sleep Badly","['non-fiction', 'economics & politics']",1,2020-10-24 00:00:00
Car,Harry Crews,/books/car,A young man whose father owns Auto-Town advertises that he will eat a car from bumper to bumper.,['fiction'],1,2023-12-22 00:00:00
Carbonel,Barbara Sleigh,/books/carbonel,"Rosemary's plan to clean houses during her summer break and surprise her mother with the money hits a snag when an old lady at the market talks her into buying a second-rate broom and a cat she can't even afford to keep. But appearances can be deceiving. Some old ladies are witches, some brooms can fly, and some ordinary-looking cats are Princes of the Royal Blood. Rosemary's cat (""You may call me Carbonel. That is my name."") soon enlists her help in an adventure to free him from a hideous spell and return him to his rightful throne. But along the way Rosemary and her friend John must do some clever sleuthing, work a little magic of their own, andânot leastâ put up with the demands of a very haughty cat.",['fiction'],1,2023-12-22 00:00:00
Cari Mora,Thomas Harris,/books/cari-mora,"A home on the Miami Beach shoreline has twenty-five million dollars in cartel riches concealed beneath it. For years, ruthless men have been tracking it. Hans-Peter Schneider is the leader of the pack. He makes a profession fleshing out the horrific imaginations of other, wealthier men, driven by horrible desires. Cari Mora, the house's caregiver, has fled the unrest in her own country. She remains in Miami under a shaky Temporary Protected Status, which is susceptible to ICE's whims. To make ends meet, she works many jobs. Cari, beautiful and scarred by battle, captures Hans-eye Peter's as he approaches the treasure. Cari Mora, on the other hand, has some startling abilities, and her resolve to survive has been put to the test before.In the cracks between masculine desire and female survival, monsters lurk. Thomas Harris, more than any other writer in the last century, has imagined those creatures with horrifying mastery. His sixth novel, Cari Mora, is a long-awaited comeback of an American master.",['fiction'],1,2022-01-20 00:00:00
Carine Roitfeld,Carine Roitfeld,/books/carine-roitfeld,"Karl Lagerfeld once said that if you close your eyes and imagine the ideal French woman, it would be Carine Roitfeld. She is a fashion visionary and a muse. Since the start of her career in the early 1990s, through her collaborations with the legendary photographer Mario Testino, Roitfeld has been credited with launching Tom Ford's career at Gucci, as well as turning French Vogue into one of the industry's most worshipped magazines.This elegant volume is a visual history of Roitfeld's fearless career. A daring instigator, she is known for pushing the limits with her subversive styling ideas. Featuring a selection of 250 magazine tear sheets and covers from pivotal editorial shoots and advertising campaigns, as well as intimate visual ephemera, this book gives an inside view into Roitfeld's creative thought process and sensibility. A must-have for those interested in cutting-edge fashion and femininity, this book will empower women to follow Roitfeld's lead and take risks with their personal style.","['non-fiction', 'arts & entertainment']",1,2020-05-14 00:00:00
Carl Friedrich Gauss,Guy Waldo Dunnington,/books/carl-friedrich-gauss,"This biography of Gauss, by far the most comprehensive in English, is the work of a professor of German, G. Waldo Dunnington, who devoted most of his scholarly career to studying the life of Germany's greatest mathematician. The author was inspired to pursue this project at the age of twelve when he learned from his teacher in Missouri that no full biography of Gauss existed at the time. His teacher was Gauss's great granddaughter, Minna Waldeck Gauss. Long out of print and almost impossible to find on the used book market, this valuable piece of scholarship is being reissued in an augmented form with introductory remarks, an expanded and updated bibliography, and a commentary on Gauss's mathematical diary, by the eminent British mathematical historian, Jeremy Gray.","['non-fiction', 'biographies & memoirs', 'science & nature']",1,2023-12-22 00:00:00
Carrie,Stephen King,/books/carrie,"A modern classic, Carrie introduced a distinctive new voice in American fiction -- Stephen King. The story of misunderstood high school girl Carrie White, her extraordinary telekinetic powers, and her violent rampage of revenge, remains one of the most barrier-breaking and shocking novels of all time.",['fiction'],1,2023-12-22 00:00:00
Carrie Mae Weems,Carrie Mae Weems,/books/carrie-mae-weems,"Kitchen Table Series is the first publication dedicated solely to this early and important body of work by the American artist Carrie Mae Weems. The 20 photographs and 14 text panels that make up Kitchen Table Series tell a story of one woman's life, as conducted in the intimate setting of her kitchen. The kitchen, one of the primary spaces of domesticity and the traditional domain of women, frames her story, revealing to us her relationships--with lovers, children, friends--and her own sense of self, in her varying projections of strength, vulnerability, aloofness, tenderness and solitude. As Weems describes it, this work of art depicts -the battle around the family ... monogamy ... and between the sexes.- Weems herself is the protagonist of the series, though the woman she depicts is an archetype. Kitchen Table Series seeks to reposition and reimagine the possibility of women and the possibility of people of color, and has to do with, in the artist's words, -unrequited love.-","['non-fiction', 'arts & entertainment']",1,2020-05-14 00:00:00
Carrion Comfort: A Novel,Dan Simmons,/books/carrion-comfort-a-novel,"""CARRION COMFORT is one of the three greatest horror novels of the 20th century. Simple as that."" --Stephen King""Epic in scale and scope but intimately disturbing, CARRION COMFORT spans the ages to rewrite history and tug at the very fabric of reality. A nightmarish chronicle of predator and prey that will shatter your world view forever. A true classic."" --Guillermo del Toro""CARRION COMFORT is one of the scariest books ever written. Whenever I get the question asked Who's your favorite author? my answer is always Dan Simmons."" --James Rollins""One of the few major reinventions of the vampire concept, on a par with Jack Finney's Invasion of the Body Snatchers, Richard Matheson's I Am Legend, and Stephen King's Salem's Lot. --David MorrellTHE PAST... Caught behind the lines of Hitler's Final Solution, Saul Laski is one of the multitudes destined to die in the notorious Chelmno extermination camp. Until he rises to meet his fate and finds himself face to face with an evil far older, and far greater, than the Nazi's themselvesâ¦THE PRESENT... Compelled by the encounter to survive at all costs, so begins a journey that for Saul will span decades and cross continents, plunging into the darkest corners of 20th century history to reveal a secret society of beings who may often exist behind the world's most horrible and violent events. Killing from a distance, and by darkly manipulative proxy, they are people with the psychic ability to 'use' humans: read their minds, subjugate them to their wills, experience through their senses, feed off their emotions, force them to acts of unspeakable aggression. Each year, three of the most powerful of this hidden order meet to discuss their ongoing campaign of induced bloodshed and deliberate destruction. But this reunion, something will go terribly wrong. Saul's quest is about to reach its elusive object, drawing hunter and hunted alike into a struggle that will plumb the depths of mankind's attraction to violence, and determine the future of the world itselfâ¦",['fiction'],1,2023-06-04 00:00:00
"Carry On, Mr. Bowditch",Jean Lee Latham,/books/carry-on-mr-bowditch,"Readers today are still fascinated by âNat,? an eighteenth-century nautical wonder and mathematical wizard. Nathaniel Bowditch grew up in a sailor?s worldâSalem in the early days, when tall-masted ships from foreign ports crowded the wharves. But Nat didn?t promise to have the makings of a sailor; he was too physically small. Nat may have been slight of build, but no one guessed that he had the persistence and determination to master sea navigation in the days when men sailed only by âlog, lead, and lookout.? Nat?s long hours of study and observation, collected in his famous work, The American Practical Navigator (also known as the âSailors? Bible?), stunned the sailing community and made him a New England hero.","['fiction', 'science & nature']",1,2023-12-22 00:00:00
Cashing in on the American Dream,Paul Terhorst,/books/cashing-in-on-the-american-dream,"A brilliant and practical five year plan for all who dream of retiring while they're young and healthy enough to enjoy it. Provides clear advice on how to overcome the personal, financial and psychological obstacles.","['non-fiction', 'money & investing', 'business & management', 'self improvement']",1,2023-12-22 00:00:00
Cat's Cradle,Kurt Vonnegut,/books/cats-cradle,"âA free-wheeling vehicle . . . an unforgettable ride!ââThe New York Times Catâs Cradle is Kurt Vonnegutâs satirical commentary on modern man and his madness. An apocalyptic tale of this planetâs ultimate fate, it features a midget as the protagonist, a complete, original theology created by a calypso singer, and a vision of the future that is at once blackly fatalistic and hilariously funny. A book that left an indelible mark on an entire generation of readers, Catâs Cradle is one of the twentieth centuryâs most important worksâand Vonnegut at his very best.â[Vonnegut is] an unimitative and inimitable social satirist.ââHarperâs MagazineâOur finest black-humorist . . . We laugh in self-defense.ââAtlantic Monthly",['fiction'],4,2023-12-22 00:00:00
Catastrophe 1914,Max Hasting,/books/catastrophe-1914,"From the acclaimed military historian, a history of the outbreak of World War I: the dramatic stretch from the breakdown of diplomacy to the battlesâthe Marne, Ypres, Tannenbergâthat marked the frenzied first year before the war bogged down in the trenches.In Catastrophe 1914, Max Hastings gives us a conflict different from the familiar one of barbed wire, mud and futility. He traces the path to war, making clear why Germany and Austria-Hungary were primarily to blame, and describes the gripping first clashes in the West, where the French army marched into action in uniforms of red and blue with flags flying and bands playing. In August, four days after the French suffered 27,000 men dead in a single day, the British fought an extraordinary holding action against oncoming Germans, one of the last of its kind in history. In October, at terrible cost the British held the allied line against massive German assaults in the first battle of Ypres. Hastings also re-creates the lesser-known battles on the Eastern Front, brutal struggles in Serbia, East Prussia and Galicia, where the Germans, Austrians, Russians and Serbs inflicted three million casualties upon one another by Christmas. As he has done in his celebrated, award-winning works on World War II, Hastings gives us frank assessments of generals and political leaders and masterly analyses of the political currents that led the continent to war. He argues passionately against the contention that the war was not worth the cost, maintaining that Germanyâs defeat was vital to the freedom of Europe. Throughout we encounter statesmen, generals, peasants, housewives and private soldiers of seven nations in Hastingsâs accustomed blend of top-down and bottom-up accounts: generals dismounting to lead troops in bayonet charges over 1,500 feet of open ground; farmers who at first decried the requisition of their horses; infantry men engaged in a haggard retreat, sleeping four hours a night in their haste. This is a vivid new portrait of how a continent became embroiled in war and what befell millions of men and women in a conflict that would change everything.","['non-fiction', 'history', 'economics & politics']",1,2020-10-24 00:00:00
Catastrophic Care,David Goldhill,/books/catastrophic-care,"A visionary and completely original investigation that will change the way we think about health care: how and why it is failing, why expanding insurance coverage will only make things worse, and how it can be transformed into a transparent, affordable, successful system.In 2007, David Goldhill's father died from a series of infections acquired in a well-regarded New York hospital. The bill was for several hundred thousand dollars--and Medicare paid it. These circumstances left Goldhill angry and determined to understand how it was possible that world-class technology and well-trained personnel could result in such simple, inexcusable carelessness--and how a business that failed so miserably could be rewarded with full payment. Catastrophic Care is the eye-opening result. Goldhill explicates a health-care system that now costs nearly $2.5 trillion annually, bars many from treatment, provides inconsistent quality of care, offers negligible customer service, and in which an estimated 200,000 Americans die each year from errors. Above all, he exposes the fundamental fallacy of our entire system--that Medicare and insurance coverage make care cheaper and improve our health--and suggests a comprehensive new approach that could produce better results at more acceptable costs immediately by giving us, the patients, a real role in the process.","['non-fiction', 'economics & politics', 'health & fitness']",1,2023-12-22 00:00:00
Catch and Kill,Ronan Farrow,/books/catch-and-kill,"In a dramatic account of violence and espionage, Pulitzer Prize-winning investigative reporter Ronan Farrow exposes serial abusers and a cabal of powerful interests hell-bent on covering up the truth, at any cost.In 2017, a routine network television investigation led Ronan Farrow to a story only whispered about: one of Hollywood's most powerful producers was a predator, protected by fear, wealth, and a conspiracy of silence. As Farrow drew closer to the truth, shadowy operatives, from high-priced lawyers to elite war-hardened spies, mounted a secret campaign of intimidation, threatening his career, following his every move and weaponizing an account of abuse in his own family. All the while, Farrow and his producer faced a degree of resistance that could not be explained - until now. And a trail of clues revealed corruption and cover-ups from Hollywood, to Washington, and beyond. This is the untold story of the exotic tactics of surveillance and intimidation deployed by wealthy and connected men to threaten journalists, evade accountability and silence victims of abuse - and it's the story of the women who risked everything to expose the truth and spark a global movement.Both a spy thriller and a meticulous work of investigative journalism, Catch and Kill breaks devastating new stories about the rampant abuse of power - and sheds far-reaching light on investigations that shook the culture.","['non-fiction', 'economics & politics']",3,2023-12-22 00:00:00
Catch-22,Joseph Heller,/books/catch-22,"This fiftieth-anniversary edition commemorates Joseph Hellerâs masterpiece with a new introduction; critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others; rare papers and photos; and much more.Fifty years after its original publication, Catch-22 remains a cornerstone of American literature and one of the funniestâand most celebratedâbooks of all time. In recent years it has been named to âbest novelsâ lists by Time, Newsweek, the Modern Library, and the London Observer.Set in Italy during World War II, this is the story of the incomparable, malingering bombardier, Yossarian, a hero who is furious because thousands of people he has never met are trying to kill him. But his real problem is not the enemyâit is his own army, which keeps increasing the number of missions the men must fly to complete their service. Yet if Yossarian makes any attempt to excuse himself from the perilous missions heâs assigned, heâll be in violation of Catch-22, a hilariously sinister bureaucratic rule: a man is considered insane if he willingly continues to fly dangerous combat missions, but if he makes a formal request to be removed from duty, he is proven sane and therefore ineligible to be relieved.This fiftieth-anniversary edition commemorates Joseph Hellerâs masterpiece with a new introduction by Christopher Buckley; a wealth of critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others; rare papers and photos from Joseph Hellerâs personal archive; and much more. Here, at last, is the definitive edition of a classic of world literature.",['fiction'],3,2023-12-22 00:00:00
Catching the Big Fish,David Lynch,/books/catching-the-big-fish,"In Catching the Big Fish, internationally acclaimed filmmaker David Lynch provides a rare window into his methods as an artist, his personal working style, and the immense creative benefits he has experienced from the practice of meditation.Lynch describes the experience of ""diving within"" and ""catching"" ideas like fish - and then preparing them for television or movie screens, and other mediums in which he works, such as painting, music, and design. Lynch writes for the first time about his more than three-decade commitment to Transcendental Meditation and the difference it has made in his creative process.In brief chapters, Lynch explains the development of his ideas - where they came from, how he grasps them, and which ones appeal to him the most. He specifically discusses how he puts his thoughts into action and how he engages with others around him. Finally, he considers the self and the surrounding world - and how the process of ""diving within"" that has so deeply affected his own work can directly benefit others.âCatching the Big Fish comes as a revelation to the legion of fans who have longed to better understand Lynch's personal vision. And it is equally intriguing to those who wonder how they can nurture their own creativity.","['non-fiction', 'philosophy', 'arts & entertainment']",2,2023-12-22 00:00:00
Catherine the Great,Robert K. Massie,/books/catherine-the-great,"The Pulitzer Prizeâwinning author of Peter the Great, Nicholas and Alexandra, and The Romanovs returns with another masterpiece of narrative biography, the extraordinary story of an obscure young German princess who traveled to Russia at fourteen and rose to become one of the most remarkable, powerful, and captivating women in history.Born into a minor noble family, Catherine transformed herself into Empress of Russia by sheer determination. Possessing a brilliant mind and an insatiable curiosity as a young woman, she devoured the works of Enlightenment philosophers and, when she reached the throne, attempted to use their principles to guide her rule of the vast and backward Russian empire. She knew or corresponded with the preeminent historical figures of her time: Voltaire, Diderot, Frederick the Great, Empress Maria Theresa of Austria, Marie Antoinette, and, surprisingly, the American naval hero, John Paul Jones.Reaching the throne fired by Enlightenment philosophy and determined to become the embodiment of the âbenevolent despotâ idealized by Montesquieu, she found herself always contending with the deeply ingrained realities of Russian life, including serfdom. She persevered, and for thirty-four years the government, foreign policy, cultural development, and welfare of the Russian people were in her hands. She dealt with domestic rebellion, foreign wars, and the tidal wave of political change and violence churned up by the French Revolution that swept across Europe. Her reputation depended entirely on the perspective of the speaker. She was praised by Voltaire as the equal of the greatest of classical philosophers; she was condemned by her enemies, mostly foreign, as âthe Messalina of the north.âCatherineâs family, friends, ministers, generals, lovers, and enemiesâall are here, vividly described. These included her ambitious, perpetually scheming mother; her weak, bullying husband, Peter (who left her lying untouched beside him for nine years after their marriage); her unhappy son and heir, Paul; her beloved grandchildren; and her âfavoritesââthe parade of young men from whom she sought companionship and the recapture of youth as well as sex. Here, too, is the giant figure of Gregory Potemkin, her most significant lover and possible husband, with whom she shared a passionate correspondence of love and separation, followed by seventeen years of unparalleled mutual achievement.The story is superbly told. All the special qualities that Robert K. Massie brought to Nicholas and Alexandra and Peter the Great are present here: historical accuracy, depth of understanding, felicity of style, mastery of detail, ability to shatter myth, and a rare genius for finding and expressing the human drama in extraordinary lives.History offers few stories richer in drama than that of Catherine the Great. In this book, this eternally fascinating woman is returned to life.","['non-fiction', 'biographies & memoirs', 'economics & politics', 'history']",2,2023-12-22 00:00:00
Cemetery Road,Greg Iles,/books/cemetery-road,"Marshall McEwan is one of the most successful journalists in Washington, DC. But his father is terminally ill, and he must return to his childhood home - a place he vowed he would never go back to.Bienville, Mississippi, is no longer the city Marshall remembers. His family's 150-year-old newspaper is failing, and Jet Talal, the love of his youth, has married into the family of Max Matheson, one of a dozen powerful patriarchs who rule the town through the exclusive Bienville Poker Club. The city's only hope of economic salvation is a new, billion-dollar Chinese paper mill. But on the verge of the deal's consummation, two deaths rock Bienville to its core.Joining forces with his former lover, Marshall begins digging for the truth. But he and Jet soon discover that the soil of Mississippi is a minefield where explosive secrets can be far more destructive than injustice.",['fiction'],1,2020-10-23 00:00:00
Cent ÃlÃ©phants sur un Brin D'Herbe,Dalai Lama,/books/cent-elephants-sur-un-brin-dherbe,"Nearly twenty-five years after its original publication, Kindness, Clarity, and Insight is still widely considered the most readable, yet substantive and wide-ranging, of His Holiness' works. Broad in scope and revealing the depth of his knowledge, these teachings display the range of the Dalai Lama and his message, covering a plethora of topics, including: the need for compassion, the common goals of the world's religions, karma, the four noble truths, the luminous nature of the mind, meditative concentration, selflessness, the two truths, and the fundamental innate mind of clear light that all the various schools of Tibetan Buddhism aim at manifesting. Although others in Tibet have mentioned that all orders of Tibetan Buddhism have the same basic outlook, the Dalai Lama is the first to explain in detail how this is so, his brilliant syncretic exposition being the final chapter in this book.The book's twenty chapters are deftly arranged in a developmental sequence so that readers easily understand the background needed to appreciate the more complex, later topics. Taken as a whole, the teachings in this book provide an accessible map of Tibetan spiritual culture.","['non-fiction', 'spirituality & religion', 'philosophy', 'self improvement']",1,2023-12-22 00:00:00
